sample_track,target_set,model_id,benchmark_model_id,status,cell_count,expected_cell_count,weighted_rmse_ratio,weighted_mae_ratio
abm_balanced_h12_common_cells,labour_unemployment_rate,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,0.8375663391124043,1.8470764862266782
abm_balanced_h12_common_cells,labour_unemployment_rate,beforeit_abm_us_v1_median,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,0.8299780207350904,1.81904254305796
abm_balanced_h12_common_cells,labour_unemployment_rate,dsge_small_nk,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,0.9636690341537042,1.617698944488823
abm_balanced_h12_common_cells,labour_unemployment_rate,dsge_small_nk_median,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,0.9612366974376689,1.611820853321484
abm_balanced_h12_common_cells,labour_unemployment_rate,dsge_sw07,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,0.7273409676252491,0.8149848893547161
abm_balanced_h12_common_cells,labour_unemployment_rate,dsge_sw07_median,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,0.7270911113682872,0.8106205667859463
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,naive_no_change,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,1.2576956392699303,1.1977805029584014
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,naive_drift,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,1.325166491165282,1.2550101543164482
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,naive_historical_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8806213496954086,0.8193539130857065
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,univariate_ar_p1_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8480393593661596,0.8295496996298036
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,univariate_ar_p4_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.888516148068327,0.863624236871179
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8699002219485997,0.8519799537780888
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_var_p1_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,1.0,1.0
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_var_p2_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,3.721794142725728,1.8411974173077343
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_var_p3_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,11.805653296242735,4.016701186695801
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8518451161084352,0.8663818036256491
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v3_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.7921965790036437,0.7811476564303328
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v3_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.79667397763376,0.7845458567867376
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.7959807438227816,0.7920483836815428
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v2_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.7990707581969986,0.7950410249513145
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,1.2722871834982439,1.4484206708975107
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v1_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,1.2640604441224688,1.4351588706824454
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,dsge_small_nk,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,1.1338581662755605,1.2591123055695115
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,dsge_small_nk_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,1.1310107175578532,1.2558064444690162
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,dsge_sw07,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.9537556090720325,1.0061824745119126
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,dsge_sw07_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.9550732154081498,1.0064297219624265
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,naive_no_change,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,1.0430737662338063,0.948483300000317
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,naive_drift,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,1.1477661634008955,1.1441749182587826
