table_id,year,row_code,row_type,column_code,column_type,value
59,2024,113FF,Commodity,325,Commodity,0.0030249
59,2024,113FF,Commodity,326,Commodity,0.0100773
59,2024,113FF,Commodity,327,Commodity,0.0019589
59,2024,113FF,Commodity,331,Commodity,0.0024283
59,2024,113FF,Commodity,332,Commodity,0.0016033
59,2024,113FF,Commodity,333,Commodity,0.0014463
59,2024,113FF,Commodity,334,Commodity,0.0005789
59,2024,113FF,Commodity,335,Commodity,0.0022098
59,2024,113FF,Commodity,3361MV,Commodity,0.0025955
59,2024,113FF,Commodity,3364OT,Commodity,0.0007162
59,2024,113FF,Commodity,337,Commodity,0.0182947
59,2024,113FF,Commodity,339,Commodity,0.0043048
59,2024,113FF,Commodity,42,Commodity,0.0010554
59,2024,113FF,Commodity,441,Commodity,0.0005609
59,2024,113FF,Commodity,445,Commodity,0.0025037
59,2024,113FF,Commodity,452,Commodity,0.0004462
59,2024,113FF,Commodity,481,Commodity,0.0005965
59,2024,113FF,Commodity,482,Commodity,0.0066289
59,2024,113FF,Commodity,483,Commodity,0.000654
59,2024,113FF,Commodity,484,Commodity,0.0005874
59,2024,113FF,Commodity,485,Commodity,0.0007184
59,2024,113FF,Commodity,486,Commodity,0.0004389
59,2024,113FF,Commodity,487OS,Commodity,0.000688
59,2024,113FF,Commodity,493,Commodity,0.0004451
59,2024,113FF,Commodity,4A0,Commodity,0.0006255
59,2024,113FF,Commodity,511,Commodity,0.0003143
59,2024,113FF,Commodity,512,Commodity,0.0003355
59,2024,113FF,Commodity,513,Commodity,0.0005527
59,2024,113FF,Commodity,514,Commodity,0.0006672
59,2024,113FF,Commodity,521CI,Commodity,0.000322
59,2024,113FF,Commodity,523,Commodity,0.0004501
59,2024,113FF,Commodity,524,Commodity,0.0002694
59,2024,113FF,Commodity,525,Commodity,0.0004091
59,2024,113FF,Commodity,532RL,Commodity,0.0007113
59,2024,113FF,Commodity,5411,Commodity,0.000243
59,2024,113FF,Commodity,5412OP,Commodity,0.0007362
59,2024,113FF,Commodity,5415,Commodity,0.0003556
59,2024,113FF,Commodity,55,Commodity,0.000454
59,2024,113FF,Commodity,561,Commodity,0.0008116
59,2024,113FF,Commodity,562,Commodity,0.0010299
59,2024,113FF,Commodity,61,Commodity,0.0017566
59,2024,113FF,Commodity,621,Commodity,0.0008319
59,2024,113FF,Commodity,622,Commodity,0.0016327
59,2024,113FF,Commodity,623,Commodity,0.0012921
59,2024,113FF,Commodity,624,Commodity,0.0026511
59,2024,113FF,Commodity,711AS,Commodity,0.0006487
59,2024,113FF,Commodity,713,Commodity,0.0033043
59,2024,113FF,Commodity,721,Commodity,0.0028032
59,2024,113FF,Commodity,722,Commodity,0.0075126
59,2024,113FF,Commodity,81,Commodity,0.0009854
59,2024,113FF,Commodity,GFE,Commodity,0.0006973
59,2024,113FF,Commodity,GFGD,Commodity,0.0007939
59,2024,113FF,Commodity,GFGN,Commodity,0.0005239
59,2024,113FF,Commodity,GSLE,Commodity,0.00157
59,2024,113FF,Commodity,GSLG,Commodity,0.0040028
59,2024,113FF,Commodity,HS,Commodity,0.0001872
59,2024,113FF,Commodity,ORE,Commodity,0.0014597
59,2024,113FF,Commodity,Other,Commodity,0.0005239
59,2024,113FF,Commodity,Used,Commodity,0.0080224
59,2024,211,Commodity,111CA,Commodity,0.0171043
59,2024,211,Commodity,113FF,Commodity,0.0055604
59,2024,211,Commodity,211,Commodity,1.0781853
59,2024,211,Commodity,212,Commodity,0.0154204
59,2024,211,Commodity,213,Commodity,0.0068513
59,2024,211,Commodity,22,Commodity,0.0506491
59,2024,211,Commodity,23,Commodity,0.014766
59,2024,211,Commodity,311FT,Commodity,0.0112983
59,2024,211,Commodity,313TT,Commodity,0.017238
59,2024,211,Commodity,315AL,Commodity,0.0051919
59,2024,211,Commodity,321,Commodity,0.0104813
59,2024,211,Commodity,322,Commodity,0.0129932
59,2024,211,Commodity,323,Commodity,0.0114348
59,2024,211,Commodity,324,Commodity,0.574281
59,2024,211,Commodity,325,Commodity,0.0496921
59,2024,211,Commodity,326,Commodity,0.0193258
59,2024,211,Commodity,327,Commodity,0.0115643
59,2024,211,Commodity,331,Commodity,0.0159619
59,2024,211,Commodity,332,Commodity,0.0086831
59,2024,211,Commodity,333,Commodity,0.0067973
59,2024,211,Commodity,334,Commodity,0.0023646
59,2024,211,Commodity,335,Commodity,0.0104479
59,2024,211,Commodity,3361MV,Commodity,0.0075794
59,2024,211,Commodity,3364OT,Commodity,0.0034493
59,2024,211,Commodity,337,Commodity,0.0089564
59,2024,211,Commodity,339,Commodity,0.0076933
59,2024,211,Commodity,42,Commodity,0.0038106
59,2024,211,Commodity,441,Commodity,0.0042923
59,2024,211,Commodity,445,Commodity,0.0056899
59,2024,211,Commodity,452,Commodity,0.0029751
59,2024,211,Commodity,481,Commodity,0.0508691
59,2024,211,Commodity,482,Commodity,0.0189615
59,2024,211,Commodity,483,Commodity,0.0411294
59,2024,211,Commodity,484,Commodity,0.0332079
59,2024,211,Commodity,485,Commodity,0.0189668
59,2024,211,Commodity,486,Commodity,0.006353
