variant,origin_index,origin_period,build_period,calibration_date,burn_in_quarters,simulated_quarters,t_prime,t_max,paths_requested,paths_used,paths_failed,calibration_seconds,simulation_seconds
headline_v3,79,2020Q1,2020Q1,2020-03-31,0,12,93,12,500,500,0,0.004606962203979492,35.7206871509552
headline_v3,80,2020Q2,2020Q2,2020-06-30,0,12,94,12,500,500,0,0.015805959701538086,35.72042202949524
headline_v3,81,2020Q3,2020Q3,2020-09-30,0,12,95,12,500,500,0,0.0031630992889404297,35.348597049713135
headline_v3,82,2020Q4,2020Q4,2020-12-31,0,12,96,12,500,500,0,0.0025839805603027344,35.907742977142334
headline_v3,83,2021Q1,2021Q1,2021-03-31,0,12,97,12,500,500,0,0.002213001251220703,37.38200497627258
headline_v3,84,2021Q2,2021Q2,2021-06-30,0,12,98,12,500,500,0,0.006139039993286133,36.40044283866882
headline_v3,85,2021Q3,2021Q3,2021-09-30,0,12,99,12,500,500,0,0.01716303825378418,35.242499113082886
headline_v3,86,2021Q4,2021Q4,2021-12-31,0,12,100,12,500,500,0,0.0023398399353027344,34.291232109069824
headline_v3,87,2022Q1,2022Q1,2022-03-31,0,12,101,12,500,500,0,0.001672983169555664,34.43254208564758
headline_v3,88,2022Q2,2022Q2,2022-06-30,0,12,102,12,500,500,0,0.0029878616333007812,34.64644694328308
headline_v3,89,2022Q3,2022Q3,2022-09-30,0,12,103,12,500,500,0,0.00162506103515625,34.52393698692322
headline_v3,90,2022Q4,2022Q4,2022-12-31,0,12,104,12,500,500,0,0.010116100311279297,35.381515979766846
headline_v3,91,2023Q1,2023Q1,2023-03-31,0,12,105,12,500,500,0,0.0017859935760498047,35.25630712509155
headline_v3,92,2023Q2,2023Q2,2023-06-30,0,12,106,12,500,500,0,0.013305902481079102,34.943629026412964
headline_v3,93,2023Q3,2023Q3,2023-09-30,0,12,107,11,500,500,0,0.0038220882415771484,34.49946594238281
headline_v3,94,2023Q4,2023Q4,2023-12-31,0,12,108,10,500,500,0,0.002660989761352539,34.461901903152466
headline_v3,95,2024Q1,2024Q1,2024-03-31,0,12,109,9,500,500,0,0.0008227825164794922,34.55091619491577
headline_v3,96,2024Q2,2024Q2,2024-06-30,0,12,110,8,500,500,0,0.0017502307891845703,34.354230880737305
headline_v3,97,2024Q3,2024Q3,2024-09-30,0,12,111,7,500,500,0,0.0008130073547363281,34.693143129348755
headline_v3,98,2024Q4,2024Q4,2024-12-31,0,12,112,6,500,500,0,0.002902984619140625,34.35987186431885
headline_v3,99,2025Q1,2025Q1,2025-03-31,0,12,113,5,500,500,0,0.0029540061950683594,34.123700857162476
headline_v3,100,2025Q2,2025Q2,2025-06-30,0,12,114,4,500,500,0,0.0006611347198486328,34.303210973739624
