sample_track,target_set,model_id,benchmark_model_id,status,target_horizon_cell_count,expected_target_horizon_cell_count,minimum_common_observation_count,maximum_common_observation_count,model_failure_count,all_model_failure_count,failure_free,weighted_macro_average_cellwise_rmse_ratio,weighted_macro_average_cellwise_mae_ratio
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,50,50,0,0,true,0.7994700190195811,0.843453739158049
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,50,50,0,0,true,0.761126062238537,0.9118550101183309
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_abm_us_v1_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,50,50,0,0,true,0.7603149690784708,0.9047389978955322
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,naive_no_change,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,1.2576956392699303,1.1977805029584014
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,naive_drift,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,1.325166491165282,1.2550101543164482
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,naive_historical_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,0.8806213496954086,0.8193539130857065
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,univariate_ar_p1_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,0.8480393593661596,0.8295496996298036
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,univariate_ar_p4_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,0.888516148068327,0.863624236871179
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,0.8699002219485997,0.8519799537780888
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_var_p1_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,1.0,1.0
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_var_p2_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,3.721794142725728,1.8411974173077343
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_var_p3_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,11.805653296242735,4.016701186695801
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,0.8518451161084352,0.8663818036256491
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,1.2722871834982439,1.4484206708975107
abm_pandemic_masked_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v1_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,1.2640604441224688,1.4351588706824454
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,naive_no_change,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,1.0430737662338063,0.948483300000317
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,naive_drift,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,1.1477661634008955,1.1441749182587826
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,naive_historical_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,1.6657433220622624,2.083465086253937
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,univariate_ar_p1_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,0.8664368550093999,0.7951144007848991
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,univariate_ar_p4_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,0.7188474410865641,0.7823322631331507
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,0.7714201535522761,0.8045741143952205
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_var_p1_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,1.0,1.0
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_var_p2_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,2.778289678007779,1.5536402280663966
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_var_p3_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,8.203448142781344,2.98055465266835
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,0.7941691443448751,0.8561950542067892
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,1.1238600740359865,1.2680901182431803
abm_pandemic_masked_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_abm_us_v1_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,42,53,0,0,true,1.1168098865246534,1.2539403593019156
