cell_index,transaction,activity,product,counterpart_area,sector,accounting_entry,recipient_type,transaction_axis_role,activity_axis_role,product_axis_role,unit_measure,unit_mult,currency,decimals,obs_status,purchasers_present,purchasers_value_hundredths_million_usd,purchasers_obs_status,basic_present,basic_value_hundredths_million_usd,basic_obs_status,combined_margin_present,combined_margin_value_hundredths_million_usd,combined_margin_obs_status,net_product_tax_present,net_product_tax_value_hundredths_million_usd,net_product_tax_obs_status,gross_product_tax_present,gross_product_tax_value_hundredths_million_usd,gross_product_tax_obs_status,subsidy_magnitude_present,subsidy_magnitude_value_hundredths_million_usd,subsidy_magnitude_obs_status
9163,P2,R90T92,CPA08_C20,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,9627,A,1,7604,A,1,1883,A,1,140,A,1,140,A,0,,
9164,P2,R90T92,CPA08_C21,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,40054,A,1,28729,A,1,11227,A,1,98,A,1,133,A,1,35,A
9165,P2,R90T92,CPA08_C22,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,17061,A,1,13667,A,1,3162,A,1,232,A,1,232,A,0,,
9166,P2,R90T92,CPA08_C23,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,1651,A,1,1188,A,1,420,A,1,43,A,1,43,A,0,,
9167,P2,R90T92,CPA08_C24,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,8783,A,1,7497,A,1,1146,A,1,140,A,1,140,A,0,,
9168,P2,R90T92,CPA08_C25,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,11155,A,1,8335,A,1,2443,A,1,378,A,1,378,A,0,,
9169,P2,R90T92,CPA08_C26,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,20547,A,1,15812,A,1,4413,A,1,322,A,1,322,A,0,,
9170,P2,R90T92,CPA08_C27,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,28334,A,1,18154,A,1,8920,A,1,1261,A,1,1261,A,0,,
9171,P2,R90T92,CPA08_C28,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,4840,A,1,4375,A,1,401,A,1,64,A,1,64,A,0,,
9172,P2,R90T92,CPA08_C29,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,15469,A,1,12164,A,1,3007,A,1,299,A,1,299,A,0,,
9173,P2,R90T92,CPA08_C31,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,122611,A,1,52371,A,1,59668,A,1,10571,A,1,10571,A,0,,
9174,P2,R90T92,CPA08_C31_32,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,156987,A,1,71597,A,1,74423,A,1,10967,A,1,10967,A,0,,
9175,P2,R90T92,CPA08_C32,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,34376,A,1,19226,A,1,14755,A,1,396,A,1,396,A,0,,
9176,P2,R90T92,CPA08_C33,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,44274,A,1,43529,A,0,,,1,745,A,1,745,A,0,,
9177,P2,R90T92,CPA08_D,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,204367,A,1,195978,A,0,,,1,8388,A,1,8388,A,0,,
9178,P2,R90T92,CPA08_E,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,81850,A,1,80779,A,0,,,1,1071,A,1,1071,A,0,,
9179,P2,R90T92,CPA08_E36,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,23588,A,1,23401,A,0,,,1,187,A,1,187,A,0,,
9180,P2,R90T92,CPA08_E37,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,16798,A,1,16762,A,0,,,1,36,A,1,36,A,0,,
9181,P2,R90T92,CPA08_E37T39,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,58262,A,1,57378,A,0,,,1,884,A,1,884,A,0,,
9182,P2,R90T92,CPA08_E38,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,23223,A,1,22806,A,0,,,1,417,A,1,417,A,0,,
9183,P2,R90T92,CPA08_E39,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,18241,A,1,17810,A,0,,,1,431,A,1,431,A,0,,
9184,P2,R90T92,CPA08_F,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,59987,A,1,59769,A,0,,,1,218,A,1,218,A,0,,
9185,P2,R90T92,CPA08_F41,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,59987,A,1,59769,A,0,,,1,218,A,1,218,A,0,,
9186,P2,R90T92,CPA08_G,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,13430,A,1,157315,A,1,-144354,A,1,469,A,1,469,A,0,,
9187,P2,R90T92,CPA08_G45,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,13430,A,1,15886,A,1,-2925,A,1,469,A,1,469,A,0,,
9188,P2,R90T92,CPA08_G46,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,0,,,1,94727,A,1,-94727,A,0,,,0,,,0,,
9189,P2,R90T92,CPA08_G47,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,0,,,1,46703,A,1,-46703,A,0,,,0,,,0,,
9190,P2,R90T92,CPA08_H,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,646627,A,1,685377,A,1,-40533,A,1,1782,A,1,1919,A,1,137,A
9191,P2,R90T92,CPA08_H49,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,425249,A,1,464479,A,1,-39391,A,1,161,A,1,271,A,1,110,A
9192,P2,R90T92,CPA08_H50,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,0,A,1,654,A,1,-654,A,1,0,A,0,,,1,0,A
9193,P2,R90T92,CPA08_H51,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,24490,A,1,23584,A,1,-488,A,1,1395,A,1,1422,A,1,27,A
9194,P2,R90T92,CPA08_H52,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,118005,A,1,117833,A,0,,,1,172,A,1,172,A,0,,
9195,P2,R90T92,CPA08_H53,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,78882,A,1,78828,A,0,,,1,55,A,1,55,A,0,,
9196,P2,R90T92,CPA08_I,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,267670,A,1,256186,A,0,,,1,11485,A,1,11485,A,0,,
9197,P2,R90T92,CPA08_I55,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,41358,A,1,36564,A,0,,,1,4794,A,1,4794,A,0,,
9198,P2,R90T92,CPA08_I56,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,226312,A,1,219622,A,0,,,1,6690,A,1,6690,A,0,,
9199,P2,R90T92,CPA08_J,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,577669,A,1,562364,A,1,500,A,1,14805,A,1,14805,A,0,,
9200,P2,R90T92,CPA08_J58,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,13897,A,1,13354,A,1,500,A,1,43,A,1,43,A,0,,
9201,P2,R90T92,CPA08_J59,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,78598,A,1,74661,A,0,,,1,3938,A,1,3938,A,0,,
9202,P2,R90T92,CPA08_J59_60,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,78598,A,1,74661,A,0,,,1,3938,A,1,3938,A,0,,
9203,P2,R90T92,CPA08_J61,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,135150,A,1,127417,A,0,,,1,7733,A,1,7733,A,0,,
9204,P2,R90T92,CPA08_J62,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,145221,A,1,143236,A,0,,,1,1985,A,1,1985,A,0,,
9205,P2,R90T92,CPA08_J62_63,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,350024,A,1,346933,A,0,,,1,3091,A,1,3091,A,0,,
9206,P2,R90T92,CPA08_J63,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,204803,A,1,203697,A,0,,,1,1106,A,1,1106,A,0,,
9207,P2,R90T92,CPA08_K,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,934248,A,1,928519,A,0,,,1,5729,A,1,5771,A,1,43,A
9208,P2,R90T92,CPA08_K64,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,463924,A,1,463964,A,0,,,1,-40,A,1,2,A,1,43,A
9209,P2,R90T92,CPA08_K65,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,300808,A,1,295039,A,0,,,1,5769,A,1,5769,A,0,,
9210,P2,R90T92,CPA08_K66,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,169516,A,1,169516,A,0,,,0,,,0,,,0,,
9211,P2,R90T92,CPA08_L,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,2107078,A,1,2107587,A,0,,,1,-510,A,1,424,A,1,934,A
9212,P2,R90T92,CPA08_L68B,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,2107078,A,1,2107587,A,0,,,1,-510,A,1,424,A,1,934,A
9213,P2,R90T92,CPA08_M,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,2868357,A,1,2832479,A,0,,,1,35878,A,1,35878,A,0,,
9214,P2,R90T92,CPA08_M69,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,1009452,A,1,982013,A,0,,,1,27439,A,1,27439,A,0,,
9215,P2,R90T92,CPA08_M69_70,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,1910925,A,1,1880578,A,0,,,1,30347,A,1,30347,A,0,,
9216,P2,R90T92,CPA08_M70,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,901473,A,1,898566,A,0,,,1,2907,A,1,2907,A,0,,
9217,P2,R90T92,CPA08_M71,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,36868,A,1,36633,A,0,,,1,235,A,1,235,A,0,,
9218,P2,R90T92,CPA08_M72,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,397,A,1,394,A,0,,,1,2,A,1,2,A,0,,
9219,P2,R90T92,CPA08_M73,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,723606,A,1,718847,A,0,,,1,4759,A,1,4759,A,0,,
9220,P2,R90T92,CPA08_M74,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,196561,A,1,196027,A,0,,,1,534,A,1,534,A,0,,
9221,P2,R90T92,CPA08_M74_75,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,196561,A,1,196027,A,0,,,1,534,A,1,534,A,0,,
9222,P2,R90T92,CPA08_N,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,1353379,A,1,1317793,A,0,,,1,35586,A,1,35586,A,0,,
9223,P2,R90T92,CPA08_N77,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,649238,A,1,618083,A,0,,,1,31155,A,1,31155,A,0,,
9224,P2,R90T92,CPA08_N78,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,212189,A,1,211746,A,0,,,1,444,A,1,444,A,0,,
9225,P2,R90T92,CPA08_N79,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,123311,A,1,122841,A,0,,,1,470,A,1,470,A,0,,
9226,P2,R90T92,CPA08_N80,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,20374,A,1,20133,A,0,,,1,241,A,1,241,A,0,,
9227,P2,R90T92,CPA08_N80T82,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,368640,A,1,365123,A,0,,,1,3517,A,1,3517,A,0,,
9228,P2,R90T92,CPA08_N81,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,136337,A,1,134582,A,0,,,1,1754,A,1,1754,A,0,,
9229,P2,R90T92,CPA08_N82,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,211930,A,1,210408,A,0,,,1,1522,A,1,1522,A,0,,
9230,P2,R90T92,CPA08_O,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,190,A,1,190,A,0,,,0,,,0,,,0,,
9231,P2,R90T92,CPA08_P,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,615490,A,1,610871,A,0,,,1,4619,A,1,4619,A,0,,
9232,P2,R90T92,CPA08_Q,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,15502,A,1,15476,A,0,,,1,26,A,1,26,A,0,,
9233,P2,R90T92,CPA08_Q86,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,15502,A,1,15476,A,0,,,1,26,A,1,26,A,0,,
9234,P2,R90T92,CPA08_R,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,2865156,A,1,2774516,A,0,,,1,90640,A,1,90640,A,0,,
9235,P2,R90T92,CPA08_R90,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,1086916,A,1,1067356,A,0,,,1,19560,A,1,19560,A,0,,
9236,P2,R90T92,CPA08_R90T92,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,1119553,A,1,1099993,A,0,,,1,19560,A,1,19560,A,0,,
9237,P2,R90T92,CPA08_R92,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,32637,A,1,32637,A,0,,,0,,,0,,,0,,
9238,P2,R90T92,CPA08_R93,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,1745603,A,1,1674523,A,0,,,1,71080,A,1,71080,A,0,,
9239,P2,R90T92,CPA08_S,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,129305,A,1,123983,A,0,,,1,5322,A,1,5322,A,0,,
9240,P2,R90T92,CPA08_S94,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,22394,A,1,22394,A,0,,,0,,,0,,,0,,
9241,P2,R90T92,CPA08_S95,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,55188,A,1,52757,A,0,,,1,2431,A,1,2431,A,0,,
9242,P2,R90T92,CPA08_S96,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,51723,A,1,48832,A,0,,,1,2891,A,1,2891,A,0,,
9243,P2,R90T92,_T,D,S1,D,industry_intermediate_use,leaf,aggregate,published_total,XDC,6,USD,2,A,1,13529262,A,1,13283195,A,1,0,A,1,246067,A,1,247216,A,1,1149,A
9244,P2,R90T92,_X,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,47648,A,1,43933,A,1,3662,A,1,53,A,1,53,A,0,,
9245,P2,R91,CPA08_B,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1136,A,1,955,A,1,180,A,1,1,A,1,1,A,0,,
9246,P2,R91,CPA08_B05,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,295,A,1,185,A,1,108,A,1,1,A,1,1,A,0,,
9247,P2,R91,CPA08_B06,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,842,A,1,770,A,1,72,A,1,0,A,1,0,A,0,,
9248,P2,R91,CPA08_C,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,154296,A,1,119040,A,1,34093,A,1,1162,A,1,1198,A,1,35,A
9249,P2,R91,CPA08_C10,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,7526,A,1,6102,A,1,1347,A,1,77,A,1,77,A,0,,
9250,P2,R91,CPA08_C10T12,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,14237,A,1,10153,A,1,3734,A,1,351,A,1,351,A,0,,
9251,P2,R91,CPA08_C11,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,6711,A,1,4051,A,1,2386,A,1,274,A,1,274,A,0,,
9252,P2,R91,CPA08_C16,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,45,A,1,28,A,1,14,A,1,2,A,1,2,A,0,,
9253,P2,R91,CPA08_C17,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,749,A,1,561,A,1,177,A,1,12,A,1,12,A,0,,
9254,P2,R91,CPA08_C18,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,72666,A,1,58966,A,1,13224,A,1,476,A,1,476,A,0,,
9255,P2,R91,CPA08_C19,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,6429,A,1,5471,A,1,917,A,1,41,A,1,41,A,0,,
9256,P2,R91,CPA08_C20,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,302,A,1,294,A,1,8,A,0,,,0,,,0,,
9257,P2,R91,CPA08_C21,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,40054,A,1,28729,A,1,11227,A,1,98,A,1,133,A,1,35,A
9258,P2,R91,CPA08_C22,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1653,A,1,1350,A,1,279,A,1,24,A,1,24,A,0,,
9259,P2,R91,CPA08_C25,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1017,A,1,724,A,1,256,A,1,37,A,1,37,A,0,,
9260,P2,R91,CPA08_C28,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,420,A,1,391,A,1,25,A,1,5,A,1,5,A,0,,
9261,P2,R91,CPA08_C29,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,947,A,1,781,A,1,158,A,1,9,A,1,9,A,0,,
9262,P2,R91,CPA08_C31,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,139,A,1,102,A,1,36,A,1,1,A,1,1,A,0,,
9263,P2,R91,CPA08_C31_32,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,9337,A,1,5161,A,1,4074,A,1,103,A,1,103,A,0,,
9264,P2,R91,CPA08_C32,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,9198,A,1,5059,A,1,4038,A,1,102,A,1,102,A,0,,
9265,P2,R91,CPA08_C33,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,6438,A,1,6433,A,0,,,1,5,A,1,5,A,0,,
9266,P2,R91,CPA08_D,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,43047,A,1,42896,A,0,,,1,151,A,1,151,A,0,,
9267,P2,R91,CPA08_E,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,12537,A,1,12532,A,0,,,1,5,A,1,5,A,0,,
9268,P2,R91,CPA08_E36,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,3336,A,1,3334,A,0,,,1,1,A,1,1,A,0,,
9269,P2,R91,CPA08_E37,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4321,A,1,4321,A,0,,,1,0,A,1,0,A,0,,
9270,P2,R91,CPA08_E37T39,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,9201,A,1,9198,A,0,,,1,3,A,1,3,A,0,,
9271,P2,R91,CPA08_E38,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4623,A,1,4622,A,0,,,1,1,A,1,1,A,0,,
9272,P2,R91,CPA08_E39,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,257,A,1,255,A,0,,,1,2,A,1,2,A,0,,
9273,P2,R91,CPA08_F,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,12627,A,1,12610,A,0,,,1,16,A,1,16,A,0,,
9274,P2,R91,CPA08_F41,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,12627,A,1,12610,A,0,,,1,16,A,1,16,A,0,,
9275,P2,R91,CPA08_G,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,2213,A,1,31517,A,1,-29308,A,1,4,A,1,4,A,0,,
9276,P2,R91,CPA08_G45,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2213,A,1,2373,A,1,-164,A,1,4,A,1,4,A,0,,
9277,P2,R91,CPA08_G46,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,26997,A,1,-26997,A,0,,,0,,,0,,
9278,P2,R91,CPA08_G47,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,2147,A,1,-2147,A,0,,,0,,,0,,
9279,P2,R91,CPA08_H,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,94562,A,1,99941,A,1,-5391,A,1,12,A,1,23,A,1,12,A
9280,P2,R91,CPA08_H49,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,3440,A,1,8657,A,1,-5206,A,1,-10,A,0,,,1,10,A
9281,P2,R91,CPA08_H50,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,56,A,1,-56,A,1,0,A,0,,,1,0,A
9282,P2,R91,CPA08_H51,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1104,A,1,1218,A,1,-129,A,1,15,A,1,16,A,1,2,A
9283,P2,R91,CPA08_H52,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,41977,A,1,41972,A,0,,,1,5,A,1,5,A,0,,
9284,P2,R91,CPA08_H53,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,48040,A,1,48038,A,0,,,1,2,A,1,2,A,0,,
9285,P2,R91,CPA08_I,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,6201,A,1,6141,A,0,,,1,60,A,1,60,A,0,,
9286,P2,R91,CPA08_I55,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,307,A,1,271,A,0,,,1,36,A,1,36,A,0,,
9287,P2,R91,CPA08_I56,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,5894,A,1,5870,A,0,,,1,24,A,1,24,A,0,,
9288,P2,R91,CPA08_J,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,27458,A,1,27142,A,1,274,A,1,42,A,1,42,A,0,,
9289,P2,R91,CPA08_J58,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,3396,A,1,3114,A,1,274,A,1,8,A,1,8,A,0,,
9290,P2,R91,CPA08_J61,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,6530,A,1,6518,A,0,,,1,12,A,1,12,A,0,,
9291,P2,R91,CPA08_J62,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,8896,A,1,8883,A,0,,,1,13,A,1,13,A,0,,
9292,P2,R91,CPA08_J62_63,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,17532,A,1,17509,A,0,,,1,23,A,1,23,A,0,,
9293,P2,R91,CPA08_J63,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,8636,A,1,8626,A,0,,,1,10,A,1,10,A,0,,
9294,P2,R91,CPA08_K,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,230009,A,1,229706,A,0,,,1,303,A,1,306,A,1,3,A
9295,P2,R91,CPA08_K64,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,16773,A,1,16776,A,0,,,1,-3,A,0,,,1,3,A
9296,P2,R91,CPA08_K65,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,186400,A,1,186094,A,0,,,1,306,A,1,306,A,0,,
9297,P2,R91,CPA08_K66,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,26837,A,1,26837,A,0,,,0,,,0,,,0,,
9298,P2,R91,CPA08_L,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,379595,A,1,379591,A,0,,,1,4,A,1,55,A,1,51,A
9299,P2,R91,CPA08_L68B,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,379595,A,1,379591,A,0,,,1,4,A,1,55,A,1,51,A
9300,P2,R91,CPA08_M,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,174326,A,1,174230,A,0,,,1,96,A,1,96,A,0,,
9301,P2,R91,CPA08_M69,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,50623,A,1,50579,A,0,,,1,44,A,1,44,A,0,,
9302,P2,R91,CPA08_M69_70,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,101814,A,1,101751,A,0,,,1,63,A,1,63,A,0,,
9303,P2,R91,CPA08_M70,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,51190,A,1,51172,A,0,,,1,19,A,1,19,A,0,,
