cell_index,transaction,activity,product,counterpart_area,sector,accounting_entry,recipient_type,transaction_axis_role,activity_axis_role,product_axis_role,unit_measure,unit_mult,currency,decimals,obs_status,purchasers_present,purchasers_value_hundredths_million_usd,purchasers_obs_status,basic_present,basic_value_hundredths_million_usd,basic_obs_status,combined_margin_present,combined_margin_value_hundredths_million_usd,combined_margin_obs_status,net_product_tax_present,net_product_tax_value_hundredths_million_usd,net_product_tax_obs_status,gross_product_tax_present,gross_product_tax_value_hundredths_million_usd,gross_product_tax_obs_status,subsidy_magnitude_present,subsidy_magnitude_value_hundredths_million_usd,subsidy_magnitude_obs_status
2651,P2,C28,CPA08_J62,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,172151,A,1,169978,A,0,,,1,2173,A,1,2173,A,0,,
2652,P2,C28,CPA08_J62_63,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,371464,A,1,367967,A,0,,,1,3497,A,1,3497,A,0,,
2653,P2,C28,CPA08_J63,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,199313,A,1,197989,A,0,,,1,1324,A,1,1324,A,0,,
2654,P2,C28,CPA08_K,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,558809,A,1,557288,A,0,,,1,1520,A,1,1569,A,1,49,A
2655,P2,C28,CPA08_K64,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,410482,A,1,410527,A,0,,,1,-45,A,1,4,A,1,49,A
2656,P2,C28,CPA08_K65,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,32330,A,1,30765,A,0,,,1,1565,A,1,1565,A,0,,
2657,P2,C28,CPA08_K66,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,115997,A,1,115997,A,0,,,0,,,0,,,0,,
2658,P2,C28,CPA08_L,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,249405,A,1,249229,A,0,,,1,175,A,1,384,A,1,209,A
2659,P2,C28,CPA08_L68B,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,249405,A,1,249229,A,0,,,1,175,A,1,384,A,1,209,A
2660,P2,C28,CPA08_M,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1733093,A,1,1721787,A,0,,,1,11307,A,1,11307,A,0,,
2661,P2,C28,CPA08_M69,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,215885,A,1,209439,A,0,,,1,6446,A,1,6446,A,0,,
2662,P2,C28,CPA08_M69_70,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1387488,A,1,1377912,A,0,,,1,9576,A,1,9576,A,0,,
2663,P2,C28,CPA08_M70,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1171603,A,1,1168473,A,0,,,1,3130,A,1,3130,A,0,,
2664,P2,C28,CPA08_M71,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,92320,A,1,91742,A,0,,,1,578,A,1,578,A,0,,
2665,P2,C28,CPA08_M72,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,3980,A,1,3954,A,0,,,1,27,A,1,27,A,0,,
2666,P2,C28,CPA08_M73,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,119694,A,1,119195,A,0,,,1,498,A,1,498,A,0,,
2667,P2,C28,CPA08_M74,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,129612,A,1,128984,A,0,,,1,628,A,1,628,A,0,,
2668,P2,C28,CPA08_M74_75,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,129612,A,1,128984,A,0,,,1,628,A,1,628,A,0,,
2669,P2,C28,CPA08_N,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,384951,A,1,378966,A,0,,,1,5986,A,1,5986,A,0,,
2670,P2,C28,CPA08_N77,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,184184,A,1,180013,A,0,,,1,4171,A,1,4171,A,0,,
2671,P2,C28,CPA08_N78,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,83056,A,1,82859,A,0,,,1,197,A,1,197,A,0,,
2672,P2,C28,CPA08_N79,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,172,A,1,171,A,0,,,1,1,A,1,1,A,0,,
2673,P2,C28,CPA08_N80,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,21698,A,1,21498,A,0,,,1,200,A,1,200,A,0,,
2674,P2,C28,CPA08_N80T82,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,117539,A,1,115922,A,0,,,1,1617,A,1,1617,A,0,,
2675,P2,C28,CPA08_N81,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,23541,A,1,23206,A,0,,,1,335,A,1,335,A,0,,
2676,P2,C28,CPA08_N82,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,72300,A,1,71218,A,0,,,1,1082,A,1,1082,A,0,,
2677,P2,C28,CPA08_R,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,11145,A,1,10336,A,0,,,1,809,A,1,809,A,0,,
2678,P2,C28,CPA08_R90,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4535,A,1,4430,A,0,,,1,105,A,1,105,A,0,,
2679,P2,C28,CPA08_R90T92,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,4535,A,1,4430,A,0,,,1,105,A,1,105,A,0,,
2680,P2,C28,CPA08_R93,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,6610,A,1,5906,A,0,,,1,704,A,1,704,A,0,,
2681,P2,C28,CPA08_S,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,14453,A,1,13823,A,0,,,1,629,A,1,629,A,0,,
2682,P2,C28,CPA08_S94,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2026,A,1,2026,A,0,,,0,,,0,,,0,,
2683,P2,C28,CPA08_S95,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,11934,A,1,11349,A,0,,,1,585,A,1,585,A,0,,
2684,P2,C28,CPA08_S96,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,493,A,1,449,A,0,,,1,44,A,1,44,A,0,,
2685,P2,C28,_T,D,S1,D,industry_intermediate_use,leaf,leaf,published_total,XDC,6,USD,2,A,1,22829106,A,1,22391615,A,1,-1,A,1,437492,A,1,440359,A,1,2866,A
2686,P2,C28,_X,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,109250,A,1,108936,A,1,307,A,1,6,A,1,6,A,0,,
2687,P2,C29,CPA08_B,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,8973,A,1,6748,A,1,1982,A,1,244,A,1,244,A,0,,
2688,P2,C29,CPA08_B05,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1973,A,1,1169,A,1,682,A,1,123,A,1,123,A,0,,
2689,P2,C29,CPA08_B06,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,89,A,1,76,A,1,7,A,1,6,A,1,6,A,0,,
2690,P2,C29,CPA08_B07,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,6911,A,1,5503,A,1,1293,A,1,115,A,1,115,A,0,,
2691,P2,C29,CPA08_C,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,49829198,A,1,39427984,A,1,9467370,A,1,933844,A,1,933890,A,1,46,A
2692,P2,C29,CPA08_C13,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,226449,A,1,166728,A,1,54967,A,1,4755,A,1,4798,A,1,43,A
2693,P2,C29,CPA08_C13T15,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,454311,A,1,302119,A,1,144349,A,1,7843,A,1,7886,A,1,43,A
2694,P2,C29,CPA08_C14,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,115,A,1,115,A,0,,,0,,,0,,,0,,
2695,P2,C29,CPA08_C15,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,227747,A,1,135276,A,1,89383,A,1,3088,A,1,3088,A,0,,
2696,P2,C29,CPA08_C16,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,343893,A,1,283264,A,1,55243,A,1,5385,A,1,5385,A,0,,
2697,P2,C29,CPA08_C17,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,724819,A,1,590798,A,1,129746,A,1,4275,A,1,4275,A,0,,
2698,P2,C29,CPA08_C18,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,417,A,1,342,A,1,74,A,1,2,A,1,2,A,0,,
2699,P2,C29,CPA08_C19,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,30671,A,1,20817,A,1,6796,A,1,3057,A,1,3057,A,0,,
2700,P2,C29,CPA08_C20,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1511122,A,1,1260532,A,1,236570,A,1,14020,A,1,14020,A,0,,
2701,P2,C29,CPA08_C22,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2773104,A,1,2015617,A,1,695019,A,1,62468,A,1,62468,A,0,,
2702,P2,C29,CPA08_C23,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,910250,A,1,629730,A,1,262681,A,1,17839,A,1,17839,A,0,,
2703,P2,C29,CPA08_C24,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4490805,A,1,3845445,A,1,593967,A,1,51392,A,1,51392,A,0,,
2704,P2,C29,CPA08_C25,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,7368205,A,1,5994149,A,1,1300823,A,1,73233,A,1,73233,A,0,,
2705,P2,C29,CPA08_C26,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2986456,A,1,2150110,A,1,773921,A,1,62426,A,1,62426,A,0,,
2706,P2,C29,CPA08_C27,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1601088,A,1,1274728,A,1,302181,A,1,24179,A,1,24182,A,1,3,A
2707,P2,C29,CPA08_C28,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4531999,A,1,3411341,A,1,1000749,A,1,119909,A,1,119909,A,0,,
2708,P2,C29,CPA08_C29,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,21635665,A,1,17298930,A,1,3856991,A,1,479743,A,1,479743,A,0,,
2709,P2,C29,CPA08_C30,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,94596,A,1,85852,A,1,8352,A,1,391,A,1,391,A,0,,
2710,P2,C29,CPA08_C31,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2356,A,1,1942,A,1,379,A,1,34,A,1,34,A,0,,
2711,P2,C29,CPA08_C31_32,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,324669,A,1,218110,A,1,99907,A,1,6652,A,1,6652,A,0,,
2712,P2,C29,CPA08_C32,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,322313,A,1,216168,A,1,99528,A,1,6618,A,1,6618,A,0,,
2713,P2,C29,CPA08_C33,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,47128,A,1,46099,A,0,,,1,1029,A,1,1029,A,0,,
2714,P2,C29,CPA08_D,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,280212,A,1,264074,A,0,,,1,16138,A,1,16138,A,0,,
2715,P2,C29,CPA08_E,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,47266,A,1,46496,A,0,,,1,770,A,1,770,A,0,,
2716,P2,C29,CPA08_E36,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,11512,A,1,11378,A,0,,,1,135,A,1,135,A,0,,
2717,P2,C29,CPA08_E37,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,20168,A,1,19870,A,0,,,1,298,A,1,298,A,0,,
2718,P2,C29,CPA08_E37T39,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,35753,A,1,35118,A,0,,,1,635,A,1,635,A,0,,
2719,P2,C29,CPA08_E38,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,13618,A,1,13325,A,0,,,1,293,A,1,293,A,0,,
2720,P2,C29,CPA08_E39,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1968,A,1,1923,A,0,,,1,44,A,1,44,A,0,,
2721,P2,C29,CPA08_F,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,77352,A,1,77000,A,0,,,1,352,A,1,352,A,0,,
2722,P2,C29,CPA08_F41,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,77352,A,1,77000,A,0,,,1,352,A,1,352,A,0,,
2723,P2,C29,CPA08_G,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,469325,A,1,8959763,A,1,-8491337,A,1,900,A,1,900,A,0,,
2724,P2,C29,CPA08_G45,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,401732,A,1,4990198,A,1,-4589366,A,1,900,A,1,900,A,0,,
2725,P2,C29,CPA08_G46,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,67593,A,1,3878199,A,1,-3810606,A,0,,,0,,,0,,
2726,P2,C29,CPA08_G47,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,91366,A,1,-91366,A,0,,,0,,,0,,
2727,P2,C29,CPA08_H,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,45177,A,1,1028462,A,1,-978365,A,1,-4921,A,1,912,A,1,5834,A
2728,P2,C29,CPA08_H49,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,22956,A,1,952924,A,1,-924317,A,1,-5651,A,1,111,A,1,5761,A
2729,P2,C29,CPA08_H50,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,0,A,1,7107,A,1,-7107,A,1,0,A,0,,,1,0,A
2730,P2,C29,CPA08_H51,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,9498,A,1,55709,A,1,-46941,A,1,730,A,1,802,A,1,72,A
2731,P2,C29,CPA08_H52,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,12723,A,1,12723,A,0,,,1,0,A,1,0,A,0,,
2732,P2,C29,CPA08_I,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,34995,A,1,31800,A,0,,,1,3195,A,1,3195,A,0,,
2733,P2,C29,CPA08_I55,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,15632,A,1,13808,A,0,,,1,1824,A,1,1824,A,0,,
2734,P2,C29,CPA08_I56,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,19363,A,1,17992,A,0,,,1,1371,A,1,1371,A,0,,
2735,P2,C29,CPA08_J,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,156346,A,1,153142,A,1,350,A,1,2855,A,1,2855,A,0,,
2736,P2,C29,CPA08_J58,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2825,A,1,2459,A,1,350,A,1,16,A,1,16,A,0,,
2737,P2,C29,CPA08_J61,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,27107,A,1,25458,A,0,,,1,1649,A,1,1649,A,0,,
2738,P2,C29,CPA08_J62,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,56783,A,1,55959,A,0,,,1,824,A,1,824,A,0,,
2739,P2,C29,CPA08_J62_63,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,126414,A,1,125225,A,0,,,1,1189,A,1,1189,A,0,,
2740,P2,C29,CPA08_J63,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,69631,A,1,69266,A,0,,,1,365,A,1,365,A,0,,
2741,P2,C29,CPA08_K,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1084424,A,1,1078526,A,0,,,1,5898,A,1,6001,A,1,103,A
2742,P2,C29,CPA08_K64,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,663419,A,1,663520,A,0,,,1,-100,A,1,3,A,1,103,A
2743,P2,C29,CPA08_K65,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,114289,A,1,108291,A,0,,,1,5999,A,1,5999,A,0,,
2744,P2,C29,CPA08_K66,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,306716,A,1,306716,A,0,,,0,,,0,,,0,,
2745,P2,C29,CPA08_L,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,220861,A,1,221033,A,0,,,1,-172,A,1,31,A,1,204,A
2746,P2,C29,CPA08_L68B,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,220861,A,1,221033,A,0,,,1,-172,A,1,31,A,1,204,A
2747,P2,C29,CPA08_M,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1865974,A,1,1846312,A,0,,,1,19662,A,1,19662,A,0,,
2748,P2,C29,CPA08_M69,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,318489,A,1,304544,A,0,,,1,13945,A,1,13945,A,0,,
2749,P2,C29,CPA08_M69_70,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1461590,A,1,1444560,A,0,,,1,17030,A,1,17030,A,0,,
2750,P2,C29,CPA08_M70,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1143101,A,1,1140016,A,0,,,1,3085,A,1,3085,A,0,,
2751,P2,C29,CPA08_M71,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,143404,A,1,142466,A,0,,,1,938,A,1,938,A,0,,
2752,P2,C29,CPA08_M72,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2816,A,1,2797,A,0,,,1,19,A,1,19,A,0,,
2753,P2,C29,CPA08_M73,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,110118,A,1,109189,A,0,,,1,929,A,1,929,A,0,,
2754,P2,C29,CPA08_M74,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,148047,A,1,147300,A,0,,,1,746,A,1,746,A,0,,
2755,P2,C29,CPA08_M74_75,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,148047,A,1,147300,A,0,,,1,746,A,1,746,A,0,,
2756,P2,C29,CPA08_N,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1155077,A,1,1132318,A,0,,,1,22759,A,1,22759,A,0,,
2757,P2,C29,CPA08_N77,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,886338,A,1,865784,A,0,,,1,20554,A,1,20554,A,0,,
2758,P2,C29,CPA08_N78,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,129818,A,1,129488,A,0,,,1,330,A,1,330,A,0,,
2759,P2,C29,CPA08_N80,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,25344,A,1,25099,A,0,,,1,245,A,1,245,A,0,,
2760,P2,C29,CPA08_N80T82,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,138921,A,1,137046,A,0,,,1,1875,A,1,1875,A,0,,
2761,P2,C29,CPA08_N81,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,43286,A,1,42672,A,0,,,1,614,A,1,614,A,0,,
2762,P2,C29,CPA08_N82,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,70292,A,1,69275,A,0,,,1,1016,A,1,1016,A,0,,
2763,P2,C29,CPA08_R,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,5948,A,1,5541,A,0,,,1,407,A,1,407,A,0,,
2764,P2,C29,CPA08_R90,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2702,A,1,2644,A,0,,,1,59,A,1,59,A,0,,
2765,P2,C29,CPA08_R90T92,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,2702,A,1,2644,A,0,,,1,59,A,1,59,A,0,,
2766,P2,C29,CPA08_R93,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,3246,A,1,2897,A,0,,,1,349,A,1,349,A,0,,
2767,P2,C29,CPA08_S,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,11820,A,1,11239,A,0,,,1,581,A,1,581,A,0,,
2768,P2,C29,CPA08_S94,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,988,A,1,988,A,0,,,0,,,0,,,0,,
2769,P2,C29,CPA08_S95,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,9666,A,1,9190,A,0,,,1,477,A,1,477,A,0,,
2770,P2,C29,CPA08_S96,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1166,A,1,1061,A,0,,,1,104,A,1,104,A,0,,
2771,P2,C29,_T,D,S1,D,industry_intermediate_use,leaf,leaf,published_total,XDC,6,USD,2,A,1,55486782,A,1,54484273,A,1,0,A,1,1002509,A,1,1008696,A,1,6186,A
2772,P2,C29,_X,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,193835,A,1,193835,A,0,,,0,,,0,,,0,,
2773,P2,C30,CPA08_B,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,10863,A,1,5772,A,1,4695,A,1,397,A,1,397,A,0,,
2774,P2,C30,CPA08_B05,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1460,A,1,865,A,1,504,A,1,91,A,1,91,A,0,,
2775,P2,C30,CPA08_B07,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,85,A,1,68,A,1,14,A,1,4,A,1,4,A,0,,
2776,P2,C30,CPA08_B08,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,9318,A,1,4839,A,1,4177,A,1,302,A,1,302,A,0,,
2777,P2,C30,CPA08_C,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,15140871,A,1,13158476,A,1,1834167,A,1,148228,A,1,148230,A,1,1,A
2778,P2,C30,CPA08_C13,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,95638,A,1,62132,A,1,30597,A,1,2909,A,1,2911,A,1,1,A
2779,P2,C30,CPA08_C13T15,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,95638,A,1,62132,A,1,30597,A,1,2909,A,1,2911,A,1,1,A
2780,P2,C30,CPA08_C16,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,24190,A,1,19647,A,1,4134,A,1,410,A,1,410,A,0,,
2781,P2,C30,CPA08_C17,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,66440,A,1,54061,A,1,12012,A,1,367,A,1,367,A,0,,
2782,P2,C30,CPA08_C19,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,10569,A,1,7586,A,1,1360,A,1,1623,A,1,1623,A,0,,
2783,P2,C30,CPA08_C20,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,167626,A,1,139925,A,1,25904,A,1,1797,A,1,1797,A,0,,
2784,P2,C30,CPA08_C22,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,311921,A,1,241275,A,1,65825,A,1,4821,A,1,4821,A,0,,
2785,P2,C30,CPA08_C23,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,35952,A,1,23672,A,1,11324,A,1,956,A,1,956,A,0,,
2786,P2,C30,CPA08_C24,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1023430,A,1,847940,A,1,162472,A,1,13017,A,1,13017,A,0,,
2787,P2,C30,CPA08_C25,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1255022,A,1,1017115,A,1,214214,A,1,23693,A,1,23693,A,0,,
2788,P2,C30,CPA08_C26,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2385324,A,1,1713606,A,1,638661,A,1,33057,A,1,33057,A,0,,
2789,P2,C30,CPA08_C27,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,173004,A,1,129838,A,1,38093,A,1,5073,A,1,5073,A,0,,
2790,P2,C30,CPA08_C28,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,411805,A,1,317411,A,1,85591,A,1,8803,A,1,8803,A,0,,
2791,P2,C30,CPA08_C29,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,431583,A,1,303922,A,1,114577,A,1,13083,A,1,13083,A,0,,
2792,P2,C30,CPA08_C30,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,8716606,A,1,8250010,A,1,428645,A,1,37952,A,1,37952,A,0,,
