origin_index,parameter,mode_value
68,gamma_quarterly,-0.09589757491649248
68,rho_rate,0.8313293523798718
68,rho_g,0.9856190703807584
68,rho_z,0.911862264724592
68,sigma_rate,0.13444510648919825
68,sigma_g,0.7682855103586618
68,sigma_z,0.20616380973905052
69,tau,2.894474545269627
69,kappa,0.22761901042431684
69,psi1,1.49115456568193
69,psi2,0.4164255696203224
69,r_annual,1.386718832553773e-7
69,pi_star,0.8094130150993927
69,gamma_quarterly,-0.09668787907690654
69,rho_rate,0.8320560412646326
69,rho_g,0.9861928981064774
69,rho_z,0.9121407229528591
69,sigma_rate,0.1332950220716696
69,sigma_g,0.763958685383552
69,sigma_z,0.2063453559088219
70,tau,2.9186928669682097
70,kappa,0.22298558684288233
70,psi1,1.4848731624510103
70,psi2,0.41277535152779576
70,r_annual,3.0363483516997044e-7
70,pi_star,0.79706658931156
70,gamma_quarterly,-0.10178547615727415
70,rho_rate,0.8334797041820413
70,rho_g,0.9868126768766459
70,rho_z,0.9121888983379923
70,sigma_rate,0.13220055827983343
70,sigma_g,0.7640652876005519
70,sigma_z,0.20698424028835033
71,tau,2.9504881879930247
71,kappa,0.22035050983153256
71,psi1,1.4809768174688847
71,psi2,0.41068859300758215
71,r_annual,7.245861008666884e-7
71,pi_star,0.7854723618168373
71,gamma_quarterly,-0.10515663150944943
71,rho_rate,0.8342859587283795
71,rho_g,0.9872421334838376
71,rho_z,0.9122919567950879
71,sigma_rate,0.13105524542270228
71,sigma_g,0.760482667176734
71,sigma_z,0.20707994886309522
72,tau,2.979443795259175
72,kappa,0.2181542693460296
72,psi1,1.478058182983142
72,psi2,0.4093464318691716
72,r_annual,1.2035938730518612e-6
72,pi_star,0.7818160035956816
72,gamma_quarterly,-0.10688454387933014
72,rho_rate,0.835157209387221
72,rho_g,0.9874742780281525
72,rho_z,0.9128909358418014
72,sigma_rate,0.12991804125118678
72,sigma_g,0.7550425604192043
72,sigma_z,0.20644843228215357
73,tau,3.0002383255973037
73,kappa,0.22309255108294
73,psi1,1.47917437079427
73,psi2,0.4102340131251343
73,r_annual,1.9154414544074645e-6
73,pi_star,0.7601846536714513
73,gamma_quarterly,-0.10980858816655681
73,rho_rate,0.8348683280687509
73,rho_g,0.9878606911212843
73,rho_z,0.9119100709452711
