check_id,seasonal_adjustment_code,m3_series_code,reference_period,total_series_id,materials_series_id,work_in_process_series_id,finished_goods_series_id,total_millions,materials_millions,work_in_process_millions,finished_goods_millions,residual_millions,status
A14S_2012-01,A,14S,2012-01,A14STI,A14SMI,A14SWI,A14SFI,2883,1096,412,1375,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2012-02,A,14S,2012-02,A14STI,A14SMI,A14SWI,A14SFI,2888,1104,411,1373,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2012-03,A,14S,2012-03,A14STI,A14SMI,A14SWI,A14SFI,2888,1108,415,1365,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2012-04,A,14S,2012-04,A14STI,A14SMI,A14SWI,A14SFI,2884,1118,406,1360,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2012-05,A,14S,2012-05,A14STI,A14SMI,A14SWI,A14SFI,2875,1111,417,1347,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2012-06,A,14S,2012-06,A14STI,A14SMI,A14SWI,A14SFI,2876,1103,417,1356,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2012-07,A,14S,2012-07,A14STI,A14SMI,A14SWI,A14SFI,2859,1076,425,1358,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2012-08,A,14S,2012-08,A14STI,A14SMI,A14SWI,A14SFI,2845,1065,424,1356,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2012-09,A,14S,2012-09,A14STI,A14SMI,A14SWI,A14SFI,2847,1051,429,1367,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2012-10,A,14S,2012-10,A14STI,A14SMI,A14SWI,A14SFI,2863,1052,444,1367,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2012-11,A,14S,2012-11,A14STI,A14SMI,A14SWI,A14SFI,2881,1049,446,1386,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2012-12,A,14S,2012-12,A14STI,A14SMI,A14SWI,A14SFI,2911,1061,446,1404,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2013-01,A,14S,2013-01,A14STI,A14SMI,A14SWI,A14SFI,2918,1071,452,1395,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2013-02,A,14S,2013-02,A14STI,A14SMI,A14SWI,A14SFI,2947,1063,460,1424,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2013-03,A,14S,2013-03,A14STI,A14SMI,A14SWI,A14SFI,2963,1066,445,1452,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2013-04,A,14S,2013-04,A14STI,A14SMI,A14SWI,A14SFI,2971,1058,449,1464,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2013-05,A,14S,2013-05,A14STI,A14SMI,A14SWI,A14SFI,2990,1074,442,1474,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2013-06,A,14S,2013-06,A14STI,A14SMI,A14SWI,A14SFI,3011,1070,445,1496,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2013-07,A,14S,2013-07,A14STI,A14SMI,A14SWI,A14SFI,3024,1084,445,1495,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2013-08,A,14S,2013-08,A14STI,A14SMI,A14SWI,A14SFI,3031,1092,434,1505,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2013-09,A,14S,2013-09,A14STI,A14SMI,A14SWI,A14SFI,3054,1094,434,1526,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2013-10,A,14S,2013-10,A14STI,A14SMI,A14SWI,A14SFI,3091,1110,428,1553,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2013-11,A,14S,2013-11,A14STI,A14SMI,A14SWI,A14SFI,3109,1123,433,1553,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2013-12,A,14S,2013-12,A14STI,A14SMI,A14SWI,A14SFI,3119,1147,432,1540,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2014-01,A,14S,2014-01,A14STI,A14SMI,A14SWI,A14SFI,3148,1162,432,1554,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2014-02,A,14S,2014-02,A14STI,A14SMI,A14SWI,A14SFI,3158,1175,422,1561,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2014-03,A,14S,2014-03,A14STI,A14SMI,A14SWI,A14SFI,3193,1183,433,1577,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2014-04,A,14S,2014-04,A14STI,A14SMI,A14SWI,A14SFI,3229,1203,439,1587,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2014-05,A,14S,2014-05,A14STI,A14SMI,A14SWI,A14SFI,3249,1205,441,1603,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2014-06,A,14S,2014-06,A14STI,A14SMI,A14SWI,A14SFI,3249,1205,443,1601,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2014-07,A,14S,2014-07,A14STI,A14SMI,A14SWI,A14SFI,3273,1218,440,1615,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2014-08,A,14S,2014-08,A14STI,A14SMI,A14SWI,A14SFI,3280,1201,445,1634,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2014-09,A,14S,2014-09,A14STI,A14SMI,A14SWI,A14SFI,3174,1213,450,1511,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2014-10,A,14S,2014-10,A14STI,A14SMI,A14SWI,A14SFI,3216,1222,445,1549,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2014-11,A,14S,2014-11,A14STI,A14SMI,A14SWI,A14SFI,3229,1238,440,1551,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2014-12,A,14S,2014-12,A14STI,A14SMI,A14SWI,A14SFI,3254,1239,434,1581,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2015-01,A,14S,2015-01,A14STI,A14SMI,A14SWI,A14SFI,3290,1232,426,1632,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2015-02,A,14S,2015-02,A14STI,A14SMI,A14SWI,A14SFI,3340,1247,424,1669,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2015-03,A,14S,2015-03,A14STI,A14SMI,A14SWI,A14SFI,3387,1256,422,1709,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2015-04,A,14S,2015-04,A14STI,A14SMI,A14SWI,A14SFI,3405,1247,415,1743,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2015-05,A,14S,2015-05,A14STI,A14SMI,A14SWI,A14SFI,3462,1224,401,1837,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2015-06,A,14S,2015-06,A14STI,A14SMI,A14SWI,A14SFI,3528,1259,398,1871,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2015-07,A,14S,2015-07,A14STI,A14SMI,A14SWI,A14SFI,3606,1265,394,1947,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2015-08,A,14S,2015-08,A14STI,A14SMI,A14SWI,A14SFI,3675,1286,389,2000,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2015-09,A,14S,2015-09,A14STI,A14SMI,A14SWI,A14SFI,3762,1299,381,2082,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2015-10,A,14S,2015-10,A14STI,A14SMI,A14SWI,A14SFI,3816,1308,374,2134,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2015-11,A,14S,2015-11,A14STI,A14SMI,A14SWI,A14SFI,3882,1320,364,2198,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2015-12,A,14S,2015-12,A14STI,A14SMI,A14SWI,A14SFI,3915,1340,355,2220,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2016-01,A,14S,2016-01,A14STI,A14SMI,A14SWI,A14SFI,3927,1316,366,2245,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2016-02,A,14S,2016-02,A14STI,A14SMI,A14SWI,A14SFI,3930,1305,369,2256,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2016-03,A,14S,2016-03,A14STI,A14SMI,A14SWI,A14SFI,3914,1301,370,2243,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2016-04,A,14S,2016-04,A14STI,A14SMI,A14SWI,A14SFI,3902,1282,369,2251,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2016-05,A,14S,2016-05,A14STI,A14SMI,A14SWI,A14SFI,3893,1267,377,2249,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2016-06,A,14S,2016-06,A14STI,A14SMI,A14SWI,A14SFI,3899,1272,372,2255,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2016-07,A,14S,2016-07,A14STI,A14SMI,A14SWI,A14SFI,3869,1241,372,2256,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2016-08,A,14S,2016-08,A14STI,A14SMI,A14SWI,A14SFI,3854,1222,368,2264,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2016-09,A,14S,2016-09,A14STI,A14SMI,A14SWI,A14SFI,3833,1213,360,2260,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2016-10,A,14S,2016-10,A14STI,A14SMI,A14SWI,A14SFI,3850,1196,362,2292,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2016-11,A,14S,2016-11,A14STI,A14SMI,A14SWI,A14SFI,3876,1188,364,2324,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2016-12,A,14S,2016-12,A14STI,A14SMI,A14SWI,A14SFI,3877,1177,362,2338,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2017-01,A,14S,2017-01,A14STI,A14SMI,A14SWI,A14SFI,3888,1167,364,2357,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2017-02,A,14S,2017-02,A14STI,A14SMI,A14SWI,A14SFI,3890,1160,365,2365,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2017-03,A,14S,2017-03,A14STI,A14SMI,A14SWI,A14SFI,3891,1148,358,2385,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2017-04,A,14S,2017-04,A14STI,A14SMI,A14SWI,A14SFI,3913,1152,365,2396,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2017-05,A,14S,2017-05,A14STI,A14SMI,A14SWI,A14SFI,3906,1168,359,2379,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2017-06,A,14S,2017-06,A14STI,A14SMI,A14SWI,A14SFI,3899,1168,371,2360,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2017-07,A,14S,2017-07,A14STI,A14SMI,A14SWI,A14SFI,3876,1175,365,2336,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2017-08,A,14S,2017-08,A14STI,A14SMI,A14SWI,A14SFI,3870,1177,362,2331,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2017-09,A,14S,2017-09,A14STI,A14SMI,A14SWI,A14SFI,3851,1174,369,2308,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2017-10,A,14S,2017-10,A14STI,A14SMI,A14SWI,A14SFI,3853,1177,371,2305,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2017-11,A,14S,2017-11,A14STI,A14SMI,A14SWI,A14SFI,3829,1179,375,2275,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2017-12,A,14S,2017-12,A14STI,A14SMI,A14SWI,A14SFI,3797,1191,369,2237,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2018-01,A,14S,2018-01,A14STI,A14SMI,A14SWI,A14SFI,3837,1197,376,2264,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2018-02,A,14S,2018-02,A14STI,A14SMI,A14SWI,A14SFI,3877,1213,377,2287,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2018-03,A,14S,2018-03,A14STI,A14SMI,A14SWI,A14SFI,3905,1231,391,2283,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2018-04,A,14S,2018-04,A14STI,A14SMI,A14SWI,A14SFI,3919,1242,395,2282,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2018-05,A,14S,2018-05,A14STI,A14SMI,A14SWI,A14SFI,3948,1253,406,2289,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2018-06,A,14S,2018-06,A14STI,A14SMI,A14SWI,A14SFI,3962,1268,406,2288,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2018-07,A,14S,2018-07,A14STI,A14SMI,A14SWI,A14SFI,4011,1278,410,2323,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2018-08,A,14S,2018-08,A14STI,A14SMI,A14SWI,A14SFI,4058,1288,444,2326,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2018-09,A,14S,2018-09,A14STI,A14SMI,A14SWI,A14SFI,4089,1299,453,2337,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2018-10,A,14S,2018-10,A14STI,A14SMI,A14SWI,A14SFI,4076,1302,453,2321,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2018-11,A,14S,2018-11,A14STI,A14SMI,A14SWI,A14SFI,4113,1327,455,2331,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2018-12,A,14S,2018-12,A14STI,A14SMI,A14SWI,A14SFI,4122,1350,470,2302,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2019-01,A,14S,2019-01,A14STI,A14SMI,A14SWI,A14SFI,4113,1373,467,2273,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2019-02,A,14S,2019-02,A14STI,A14SMI,A14SWI,A14SFI,4046,1385,471,2190,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2019-03,A,14S,2019-03,A14STI,A14SMI,A14SWI,A14SFI,3994,1399,471,2124,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2019-04,A,14S,2019-04,A14STI,A14SMI,A14SWI,A14SFI,3930,1398,467,2065,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2019-05,A,14S,2019-05,A14STI,A14SMI,A14SWI,A14SFI,3869,1399,466,2004,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2019-06,A,14S,2019-06,A14STI,A14SMI,A14SWI,A14SFI,3806,1403,458,1945,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2019-07,A,14S,2019-07,A14STI,A14SMI,A14SWI,A14SFI,3759,1391,454,1914,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2019-08,A,14S,2019-08,A14STI,A14SMI,A14SWI,A14SFI,3631,1390,452,1789,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2019-09,A,14S,2019-09,A14STI,A14SMI,A14SWI,A14SFI,3590,1388,454,1748,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2019-10,A,14S,2019-10,A14STI,A14SMI,A14SWI,A14SFI,3500,1380,453,1667,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2019-11,A,14S,2019-11,A14STI,A14SMI,A14SWI,A14SFI,3420,1374,446,1600,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2019-12,A,14S,2019-12,A14STI,A14SMI,A14SWI,A14SFI,3315,1354,432,1529,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2020-01,A,14S,2020-01,A14STI,A14SMI,A14SWI,A14SFI,3307,1359,412,1536,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2020-02,A,14S,2020-02,A14STI,A14SMI,A14SWI,A14SFI,3302,1360,417,1525,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2020-03,A,14S,2020-03,A14STI,A14SMI,A14SWI,A14SFI,3328,1371,418,1539,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2020-04,A,14S,2020-04,A14STI,A14SMI,A14SWI,A14SFI,3286,1378,399,1509,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2020-05,A,14S,2020-05,A14STI,A14SMI,A14SWI,A14SFI,3271,1366,393,1512,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2020-06,A,14S,2020-06,A14STI,A14SMI,A14SWI,A14SFI,3253,1358,395,1500,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2020-07,A,14S,2020-07,A14STI,A14SMI,A14SWI,A14SFI,3232,1352,393,1487,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2020-08,A,14S,2020-08,A14STI,A14SMI,A14SWI,A14SFI,3203,1342,391,1470,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2020-09,A,14S,2020-09,A14STI,A14SMI,A14SWI,A14SFI,3200,1346,388,1466,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2020-10,A,14S,2020-10,A14STI,A14SMI,A14SWI,A14SFI,3184,1346,386,1452,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2020-11,A,14S,2020-11,A14STI,A14SMI,A14SWI,A14SFI,3185,1348,386,1451,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2020-12,A,14S,2020-12,A14STI,A14SMI,A14SWI,A14SFI,3182,1338,392,1452,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2021-01,A,14S,2021-01,A14STI,A14SMI,A14SWI,A14SFI,3179,1348,391,1440,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2021-02,A,14S,2021-02,A14STI,A14SMI,A14SWI,A14SFI,3109,1332,391,1386,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2021-03,A,14S,2021-03,A14STI,A14SMI,A14SWI,A14SFI,3156,1344,404,1408,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2021-04,A,14S,2021-04,A14STI,A14SMI,A14SWI,A14SFI,3175,1349,407,1419,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2021-05,A,14S,2021-05,A14STI,A14SMI,A14SWI,A14SFI,3189,1362,413,1414,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2021-06,A,14S,2021-06,A14STI,A14SMI,A14SWI,A14SFI,3231,1375,427,1429,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2021-07,A,14S,2021-07,A14STI,A14SMI,A14SWI,A14SFI,3260,1388,427,1445,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2021-08,A,14S,2021-08,A14STI,A14SMI,A14SWI,A14SFI,3307,1414,431,1462,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2021-09,A,14S,2021-09,A14STI,A14SMI,A14SWI,A14SFI,3348,1436,438,1474,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2021-10,A,14S,2021-10,A14STI,A14SMI,A14SWI,A14SFI,3413,1463,447,1503,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2021-11,A,14S,2021-11,A14STI,A14SMI,A14SWI,A14SFI,3472,1482,465,1525,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2021-12,A,14S,2021-12,A14STI,A14SMI,A14SWI,A14SFI,3537,1515,480,1542,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2022-01,A,14S,2022-01,A14STI,A14SMI,A14SWI,A14SFI,3595,1545,498,1552,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2022-02,A,14S,2022-02,A14STI,A14SMI,A14SWI,A14SFI,3641,1572,503,1566,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2022-03,A,14S,2022-03,A14STI,A14SMI,A14SWI,A14SFI,3628,1558,497,1573,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2022-04,A,14S,2022-04,A14STI,A14SMI,A14SWI,A14SFI,3701,1576,508,1617,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2022-05,A,14S,2022-05,A14STI,A14SMI,A14SWI,A14SFI,3749,1588,515,1646,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2022-06,A,14S,2022-06,A14STI,A14SMI,A14SWI,A14SFI,3780,1607,508,1665,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2022-07,A,14S,2022-07,A14STI,A14SMI,A14SWI,A14SFI,3816,1703,522,1591,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2022-08,A,14S,2022-08,A14STI,A14SMI,A14SWI,A14SFI,3847,1671,530,1646,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2022-09,A,14S,2022-09,A14STI,A14SMI,A14SWI,A14SFI,3862,1676,528,1658,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2022-10,A,14S,2022-10,A14STI,A14SMI,A14SWI,A14SFI,3862,1667,521,1674,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2022-11,A,14S,2022-11,A14STI,A14SMI,A14SWI,A14SFI,3845,1664,526,1655,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2022-12,A,14S,2022-12,A14STI,A14SMI,A14SWI,A14SFI,3809,1654,522,1633,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2023-01,A,14S,2023-01,A14STI,A14SMI,A14SWI,A14SFI,3783,1651,517,1615,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2023-02,A,14S,2023-02,A14STI,A14SMI,A14SWI,A14SFI,3760,1650,512,1598,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2023-03,A,14S,2023-03,A14STI,A14SMI,A14SWI,A14SFI,3735,1652,515,1568,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2023-04,A,14S,2023-04,A14STI,A14SMI,A14SWI,A14SFI,3703,1651,515,1537,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2023-05,A,14S,2023-05,A14STI,A14SMI,A14SWI,A14SFI,3665,1653,508,1504,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2023-06,A,14S,2023-06,A14STI,A14SMI,A14SWI,A14SFI,3643,1620,511,1512,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2023-07,A,14S,2023-07,A14STI,A14SMI,A14SWI,A14SFI,3622,1636,495,1491,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2023-08,A,14S,2023-08,A14STI,A14SMI,A14SWI,A14SFI,3589,1625,496,1468,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2023-09,A,14S,2023-09,A14STI,A14SMI,A14SWI,A14SFI,3586,1619,509,1458,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2023-10,A,14S,2023-10,A14STI,A14SMI,A14SWI,A14SFI,3579,1619,513,1447,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2023-11,A,14S,2023-11,A14STI,A14SMI,A14SWI,A14SFI,3585,1621,511,1453,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2023-12,A,14S,2023-12,A14STI,A14SMI,A14SWI,A14SFI,3592,1614,509,1469,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2024-01,A,14S,2024-01,A14STI,A14SMI,A14SWI,A14SFI,3584,1618,509,1457,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2024-02,A,14S,2024-02,A14STI,A14SMI,A14SWI,A14SFI,3583,1610,509,1464,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2024-03,A,14S,2024-03,A14STI,A14SMI,A14SWI,A14SFI,3596,1611,507,1478,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2024-04,A,14S,2024-04,A14STI,A14SMI,A14SWI,A14SFI,3594,1604,508,1482,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2024-05,A,14S,2024-05,A14STI,A14SMI,A14SWI,A14SFI,3598,1596,523,1479,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2024-06,A,14S,2024-06,A14STI,A14SMI,A14SWI,A14SFI,3597,1609,516,1472,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2024-07,A,14S,2024-07,A14STI,A14SMI,A14SWI,A14SFI,3584,1602,515,1467,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2024-08,A,14S,2024-08,A14STI,A14SMI,A14SWI,A14SFI,3593,1602,511,1480,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2024-09,A,14S,2024-09,A14STI,A14SMI,A14SWI,A14SFI,3601,1608,498,1495,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2024-10,A,14S,2024-10,A14STI,A14SMI,A14SWI,A14SFI,3608,1609,499,1500,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2024-11,A,14S,2024-11,A14STI,A14SMI,A14SWI,A14SFI,3620,1616,497,1507,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2024-12,A,14S,2024-12,A14STI,A14SMI,A14SWI,A14SFI,3627,1616,504,1507,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2025-01,A,14S,2025-01,A14STI,A14SMI,A14SWI,A14SFI,3630,1613,503,1514,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2025-02,A,14S,2025-02,A14STI,A14SMI,A14SWI,A14SFI,3617,1615,500,1502,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2025-03,A,14S,2025-03,A14STI,A14SMI,A14SWI,A14SFI,3676,1632,507,1537,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2025-04,A,14S,2025-04,A14STI,A14SMI,A14SWI,A14SFI,3680,1650,510,1520,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2025-05,A,14S,2025-05,A14STI,A14SMI,A14SWI,A14SFI,3692,1647,513,1532,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2025-06,A,14S,2025-06,A14STI,A14SMI,A14SWI,A14SFI,3702,1647,514,1541,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2025-07,A,14S,2025-07,A14STI,A14SMI,A14SWI,A14SFI,3693,1642,511,1540,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2025-08,A,14S,2025-08,A14STI,A14SMI,A14SWI,A14SFI,3707,1638,513,1556,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2025-09,A,14S,2025-09,A14STI,A14SMI,A14SWI,A14SFI,3719,1642,516,1561,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2025-10,A,14S,2025-10,A14STI,A14SMI,A14SWI,A14SFI,3723,1646,513,1564,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2025-11,A,14S,2025-11,A14STI,A14SMI,A14SWI,A14SFI,3743,1656,511,1576,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2025-12,A,14S,2025-12,A14STI,A14SMI,A14SWI,A14SFI,3747,1655,518,1574,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2026-01,A,14S,2026-01,A14STI,A14SMI,A14SWI,A14SFI,3756,1658,517,1581,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2026-02,A,14S,2026-02,A14STI,A14SMI,A14SWI,A14SFI,3779,1661,528,1590,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2026-03,A,14S,2026-03,A14STI,A14SMI,A14SWI,A14SFI,3778,1657,532,1589,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2026-04,A,14S,2026-04,A14STI,A14SMI,A14SWI,A14SFI,3756,1649,535,1572,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2026-05,A,14S,2026-05,A14STI,A14SMI,A14SWI,A14SFI,3730,1640,538,1552,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2026-06,A,14S,2026-06,A14STI,A14SMI,A14SWI,A14SFI,3697,1633,535,1529,0,PASS_EXACT_SOURCE_IDENTITY
A14S_2026-07,A,14S,2026-07,A14STI,A14SMI,A14SWI,A14SFI,,,,,,NOT_RUN_SOURCE_MISSING
A14S_2026-08,A,14S,2026-08,A14STI,A14SMI,A14SWI,A14SFI,,,,,,NOT_RUN_SOURCE_MISSING
A14S_2026-09,A,14S,2026-09,A14STI,A14SMI,A14SWI,A14SFI,,,,,,NOT_RUN_SOURCE_MISSING
A14S_2026-10,A,14S,2026-10,A14STI,A14SMI,A14SWI,A14SFI,,,,,,NOT_RUN_SOURCE_MISSING
A14S_2026-11,A,14S,2026-11,A14STI,A14SMI,A14SWI,A14SFI,,,,,,NOT_RUN_SOURCE_MISSING
A14S_2026-12,A,14S,2026-12,A14STI,A14SMI,A14SWI,A14SFI,,,,,,NOT_RUN_SOURCE_MISSING
A15S_1992-01,A,15S,1992-01,A15STI,A15SMI,A15SWI,A15SFI,7581,2665,1612,3304,0,PASS_EXACT_SOURCE_IDENTITY
