check_id,seasonal_adjustment_code,m3_series_code,reference_period,total_series_id,materials_series_id,work_in_process_series_id,finished_goods_series_id,total_millions,materials_millions,work_in_process_millions,finished_goods_millions,residual_millions,status
U16S_2000-03,U,16S,2000-03,U16STI,U16SMI,U16SWI,U16SFI,1707,454,273,980,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2000-04,U,16S,2000-04,U16STI,U16SMI,U16SWI,U16SFI,1730,456,277,997,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2000-05,U,16S,2000-05,U16STI,U16SMI,U16SWI,U16SFI,1752,449,281,1022,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2000-06,U,16S,2000-06,U16STI,U16SMI,U16SWI,U16SFI,1761,475,281,1005,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2000-07,U,16S,2000-07,U16STI,U16SMI,U16SWI,U16SFI,1792,485,284,1023,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2000-08,U,16S,2000-08,U16STI,U16SMI,U16SWI,U16SFI,1794,466,288,1040,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2000-09,U,16S,2000-09,U16STI,U16SMI,U16SWI,U16SFI,1777,447,303,1027,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2000-10,U,16S,2000-10,U16STI,U16SMI,U16SWI,U16SFI,1757,461,277,1019,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2000-11,U,16S,2000-11,U16STI,U16SMI,U16SWI,U16SFI,1725,448,279,998,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2000-12,U,16S,2000-12,U16STI,U16SMI,U16SWI,U16SFI,1634,446,269,919,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2001-01,U,16S,2001-01,U16STI,U16SMI,U16SWI,U16SFI,1675,473,288,914,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2001-02,U,16S,2001-02,U16STI,U16SMI,U16SWI,U16SFI,1631,481,267,883,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2001-03,U,16S,2001-03,U16STI,U16SMI,U16SWI,U16SFI,1555,450,274,831,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2001-04,U,16S,2001-04,U16STI,U16SMI,U16SWI,U16SFI,1602,478,262,862,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2001-05,U,16S,2001-05,U16STI,U16SMI,U16SWI,U16SFI,1534,473,248,813,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2001-06,U,16S,2001-06,U16STI,U16SMI,U16SWI,U16SFI,1428,452,222,754,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2001-07,U,16S,2001-07,U16STI,U16SMI,U16SWI,U16SFI,1384,440,217,727,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2001-08,U,16S,2001-08,U16STI,U16SMI,U16SWI,U16SFI,1325,407,208,710,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2001-09,U,16S,2001-09,U16STI,U16SMI,U16SWI,U16SFI,1255,384,198,673,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2001-10,U,16S,2001-10,U16STI,U16SMI,U16SWI,U16SFI,1162,340,179,643,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2001-11,U,16S,2001-11,U16STI,U16SMI,U16SWI,U16SFI,1073,323,168,582,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2001-12,U,16S,2001-12,U16STI,U16SMI,U16SWI,U16SFI,943,286,154,503,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2002-01,U,16S,2002-01,U16STI,U16SMI,U16SWI,U16SFI,925,272,144,509,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2002-02,U,16S,2002-02,U16STI,U16SMI,U16SWI,U16SFI,901,302,246,353,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2002-03,U,16S,2002-03,U16STI,U16SMI,U16SWI,U16SFI,849,285,232,332,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2002-04,U,16S,2002-04,U16STI,U16SMI,U16SWI,U16SFI,824,279,215,330,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2002-05,U,16S,2002-05,U16STI,U16SMI,U16SWI,U16SFI,843,279,211,353,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2002-06,U,16S,2002-06,U16STI,U16SMI,U16SWI,U16SFI,848,279,195,374,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2002-07,U,16S,2002-07,U16STI,U16SMI,U16SWI,U16SFI,884,288,195,401,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2002-08,U,16S,2002-08,U16STI,U16SMI,U16SWI,U16SFI,902,263,157,482,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2002-09,U,16S,2002-09,U16STI,U16SMI,U16SWI,U16SFI,870,254,139,477,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2002-10,U,16S,2002-10,U16STI,U16SMI,U16SWI,U16SFI,878,265,128,485,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2002-11,U,16S,2002-11,U16STI,U16SMI,U16SWI,U16SFI,876,263,145,468,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2002-12,U,16S,2002-12,U16STI,U16SMI,U16SWI,U16SFI,829,249,132,448,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2003-01,U,16S,2003-01,U16STI,U16SMI,U16SWI,U16SFI,871,246,125,500,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2003-02,U,16S,2003-02,U16STI,U16SMI,U16SWI,U16SFI,843,245,123,475,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2003-03,U,16S,2003-03,U16STI,U16SMI,U16SWI,U16SFI,828,241,126,461,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2003-04,U,16S,2003-04,U16STI,U16SMI,U16SWI,U16SFI,821,248,120,453,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2003-05,U,16S,2003-05,U16STI,U16SMI,U16SWI,U16SFI,845,252,120,473,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2003-06,U,16S,2003-06,U16STI,U16SMI,U16SWI,U16SFI,841,259,107,475,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2003-07,U,16S,2003-07,U16STI,U16SMI,U16SWI,U16SFI,824,257,116,451,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2003-08,U,16S,2003-08,U16STI,U16SMI,U16SWI,U16SFI,806,255,108,443,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2003-09,U,16S,2003-09,U16STI,U16SMI,U16SWI,U16SFI,810,252,112,446,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2003-10,U,16S,2003-10,U16STI,U16SMI,U16SWI,U16SFI,798,248,118,432,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2003-11,U,16S,2003-11,U16STI,U16SMI,U16SWI,U16SFI,789,249,127,413,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2003-12,U,16S,2003-12,U16STI,U16SMI,U16SWI,U16SFI,773,250,117,406,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2004-01,U,16S,2004-01,U16STI,U16SMI,U16SWI,U16SFI,794,247,128,419,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2004-02,U,16S,2004-02,U16STI,U16SMI,U16SWI,U16SFI,784,252,120,412,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2004-03,U,16S,2004-03,U16STI,U16SMI,U16SWI,U16SFI,765,251,114,400,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2004-04,U,16S,2004-04,U16STI,U16SMI,U16SWI,U16SFI,776,261,116,399,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2004-05,U,16S,2004-05,U16STI,U16SMI,U16SWI,U16SFI,789,270,112,407,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2004-06,U,16S,2004-06,U16STI,U16SMI,U16SWI,U16SFI,789,280,102,407,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2004-07,U,16S,2004-07,U16STI,U16SMI,U16SWI,U16SFI,796,284,103,409,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2004-08,U,16S,2004-08,U16STI,U16SMI,U16SWI,U16SFI,791,285,107,399,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2004-09,U,16S,2004-09,U16STI,U16SMI,U16SWI,U16SFI,795,284,104,407,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2004-10,U,16S,2004-10,U16STI,U16SMI,U16SWI,U16SFI,807,293,109,405,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2004-11,U,16S,2004-11,U16STI,U16SMI,U16SWI,U16SFI,818,295,105,418,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2004-12,U,16S,2004-12,U16STI,U16SMI,U16SWI,U16SFI,841,297,115,429,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2005-01,U,16S,2005-01,U16STI,U16SMI,U16SWI,U16SFI,895,300,129,466,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2005-02,U,16S,2005-02,U16STI,U16SMI,U16SWI,U16SFI,871,284,131,456,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2005-03,U,16S,2005-03,U16STI,U16SMI,U16SWI,U16SFI,850,276,131,443,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2005-04,U,16S,2005-04,U16STI,U16SMI,U16SWI,U16SFI,874,279,137,458,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2005-05,U,16S,2005-05,U16STI,U16SMI,U16SWI,U16SFI,886,282,134,470,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2005-06,U,16S,2005-06,U16STI,U16SMI,U16SWI,U16SFI,890,264,132,494,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2005-07,U,16S,2005-07,U16STI,U16SMI,U16SWI,U16SFI,882,271,126,485,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2005-08,U,16S,2005-08,U16STI,U16SMI,U16SWI,U16SFI,903,264,149,490,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2005-09,U,16S,2005-09,U16STI,U16SMI,U16SWI,U16SFI,920,270,149,501,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2005-10,U,16S,2005-10,U16STI,U16SMI,U16SWI,U16SFI,897,287,113,497,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2005-11,U,16S,2005-11,U16STI,U16SMI,U16SWI,U16SFI,898,307,109,482,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2005-12,U,16S,2005-12,U16STI,U16SMI,U16SWI,U16SFI,870,303,110,457,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2006-01,U,16S,2006-01,U16STI,U16SMI,U16SWI,U16SFI,912,281,143,488,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2006-02,U,16S,2006-02,U16STI,U16SMI,U16SWI,U16SFI,826,251,136,439,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2006-03,U,16S,2006-03,U16STI,U16SMI,U16SWI,U16SFI,806,243,133,430,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2006-04,U,16S,2006-04,U16STI,U16SMI,U16SWI,U16SFI,809,265,130,414,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2006-05,U,16S,2006-05,U16STI,U16SMI,U16SWI,U16SFI,843,275,121,447,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2006-06,U,16S,2006-06,U16STI,U16SMI,U16SWI,U16SFI,879,290,119,470,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2006-07,U,16S,2006-07,U16STI,U16SMI,U16SWI,U16SFI,890,304,114,472,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2006-08,U,16S,2006-08,U16STI,U16SMI,U16SWI,U16SFI,920,313,112,495,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2006-09,U,16S,2006-09,U16STI,U16SMI,U16SWI,U16SFI,940,325,107,508,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2006-10,U,16S,2006-10,U16STI,U16SMI,U16SWI,U16SFI,923,326,93,504,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2006-11,U,16S,2006-11,U16STI,U16SMI,U16SWI,U16SFI,919,319,92,508,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2006-12,U,16S,2006-12,U16STI,U16SMI,U16SWI,U16SFI,923,335,86,502,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2007-01,U,16S,2007-01,U16STI,U16SMI,U16SWI,U16SFI,992,345,99,548,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2007-02,U,16S,2007-02,U16STI,U16SMI,U16SWI,U16SFI,977,333,107,537,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2007-03,U,16S,2007-03,U16STI,U16SMI,U16SWI,U16SFI,941,321,106,514,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2007-04,U,16S,2007-04,U16STI,U16SMI,U16SWI,U16SFI,949,323,106,520,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2007-05,U,16S,2007-05,U16STI,U16SMI,U16SWI,U16SFI,967,322,102,543,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2007-06,U,16S,2007-06,U16STI,U16SMI,U16SWI,U16SFI,987,316,102,569,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2007-07,U,16S,2007-07,U16STI,U16SMI,U16SWI,U16SFI,1003,346,87,570,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2007-08,U,16S,2007-08,U16STI,U16SMI,U16SWI,U16SFI,1014,352,89,573,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2007-09,U,16S,2007-09,U16STI,U16SMI,U16SWI,U16SFI,991,352,89,550,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2007-10,U,16S,2007-10,U16STI,U16SMI,U16SWI,U16SFI,991,341,90,560,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2007-11,U,16S,2007-11,U16STI,U16SMI,U16SWI,U16SFI,977,324,90,563,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2007-12,U,16S,2007-12,U16STI,U16SMI,U16SWI,U16SFI,928,323,91,514,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2008-01,U,16S,2008-01,U16STI,U16SMI,U16SWI,U16SFI,998,331,100,567,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2008-02,U,16S,2008-02,U16STI,U16SMI,U16SWI,U16SFI,979,321,103,555,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2008-03,U,16S,2008-03,U16STI,U16SMI,U16SWI,U16SFI,938,315,105,518,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2008-04,U,16S,2008-04,U16STI,U16SMI,U16SWI,U16SFI,923,309,93,521,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2008-05,U,16S,2008-05,U16STI,U16SMI,U16SWI,U16SFI,915,304,94,517,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2008-06,U,16S,2008-06,U16STI,U16SMI,U16SWI,U16SFI,891,285,87,519,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2008-07,U,16S,2008-07,U16STI,U16SMI,U16SWI,U16SFI,917,301,89,527,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2008-08,U,16S,2008-08,U16STI,U16SMI,U16SWI,U16SFI,915,296,92,527,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2008-09,U,16S,2008-09,U16STI,U16SMI,U16SWI,U16SFI,913,304,93,516,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2008-10,U,16S,2008-10,U16STI,U16SMI,U16SWI,U16SFI,890,307,96,487,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2008-11,U,16S,2008-11,U16STI,U16SMI,U16SWI,U16SFI,905,302,101,502,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2008-12,U,16S,2008-12,U16STI,U16SMI,U16SWI,U16SFI,887,300,94,493,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2009-01,U,16S,2009-01,U16STI,U16SMI,U16SWI,U16SFI,955,333,90,532,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2009-02,U,16S,2009-02,U16STI,U16SMI,U16SWI,U16SFI,924,331,84,509,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2009-03,U,16S,2009-03,U16STI,U16SMI,U16SWI,U16SFI,914,315,87,512,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2009-04,U,16S,2009-04,U16STI,U16SMI,U16SWI,U16SFI,887,299,81,507,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2009-05,U,16S,2009-05,U16STI,U16SMI,U16SWI,U16SFI,886,302,79,505,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2009-06,U,16S,2009-06,U16STI,U16SMI,U16SWI,U16SFI,874,295,70,509,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2009-07,U,16S,2009-07,U16STI,U16SMI,U16SWI,U16SFI,881,295,76,510,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2009-08,U,16S,2009-08,U16STI,U16SMI,U16SWI,U16SFI,862,290,74,498,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2009-09,U,16S,2009-09,U16STI,U16SMI,U16SWI,U16SFI,821,285,74,462,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2009-10,U,16S,2009-10,U16STI,U16SMI,U16SWI,U16SFI,764,265,73,426,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2009-11,U,16S,2009-11,U16STI,U16SMI,U16SWI,U16SFI,769,253,75,441,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2009-12,U,16S,2009-12,U16STI,U16SMI,U16SWI,U16SFI,741,250,78,413,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2010-01,U,16S,2010-01,U16STI,U16SMI,U16SWI,U16SFI,789,250,93,446,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2010-02,U,16S,2010-02,U16STI,U16SMI,U16SWI,U16SFI,766,249,86,431,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2010-03,U,16S,2010-03,U16STI,U16SMI,U16SWI,U16SFI,723,238,82,403,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2010-04,U,16S,2010-04,U16STI,U16SMI,U16SWI,U16SFI,724,244,82,398,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2010-05,U,16S,2010-05,U16STI,U16SMI,U16SWI,U16SFI,730,247,83,400,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2010-06,U,16S,2010-06,U16STI,U16SMI,U16SWI,U16SFI,744,251,85,408,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2010-07,U,16S,2010-07,U16STI,U16SMI,U16SWI,U16SFI,763,254,88,421,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2010-08,U,16S,2010-08,U16STI,U16SMI,U16SWI,U16SFI,768,260,89,419,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2010-09,U,16S,2010-09,U16STI,U16SMI,U16SWI,U16SFI,771,266,91,414,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2010-10,U,16S,2010-10,U16STI,U16SMI,U16SWI,U16SFI,781,260,96,425,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2010-11,U,16S,2010-11,U16STI,U16SMI,U16SWI,U16SFI,814,281,96,437,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2010-12,U,16S,2010-12,U16STI,U16SMI,U16SWI,U16SFI,782,256,100,426,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2011-01,U,16S,2011-01,U16STI,U16SMI,U16SWI,U16SFI,834,262,103,469,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2011-02,U,16S,2011-02,U16STI,U16SMI,U16SWI,U16SFI,813,255,107,451,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2011-03,U,16S,2011-03,U16STI,U16SMI,U16SWI,U16SFI,802,257,106,439,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2011-04,U,16S,2011-04,U16STI,U16SMI,U16SWI,U16SFI,811,266,109,436,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2011-05,U,16S,2011-05,U16STI,U16SMI,U16SWI,U16SFI,813,274,110,429,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2011-06,U,16S,2011-06,U16STI,U16SMI,U16SWI,U16SFI,808,272,106,430,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2011-07,U,16S,2011-07,U16STI,U16SMI,U16SWI,U16SFI,815,275,104,436,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2011-08,U,16S,2011-08,U16STI,U16SMI,U16SWI,U16SFI,814,272,109,433,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2011-09,U,16S,2011-09,U16STI,U16SMI,U16SWI,U16SFI,787,262,109,416,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2011-10,U,16S,2011-10,U16STI,U16SMI,U16SWI,U16SFI,769,256,112,401,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2011-11,U,16S,2011-11,U16STI,U16SMI,U16SWI,U16SFI,762,249,117,396,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2011-12,U,16S,2011-12,U16STI,U16SMI,U16SWI,U16SFI,732,243,117,372,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2012-01,U,16S,2012-01,U16STI,U16SMI,U16SWI,U16SFI,761,248,113,400,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2012-02,U,16S,2012-02,U16STI,U16SMI,U16SWI,U16SFI,743,247,115,381,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2012-03,U,16S,2012-03,U16STI,U16SMI,U16SWI,U16SFI,713,235,116,362,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2012-04,U,16S,2012-04,U16STI,U16SMI,U16SWI,U16SFI,716,241,118,357,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2012-05,U,16S,2012-05,U16STI,U16SMI,U16SWI,U16SFI,740,247,122,371,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2012-06,U,16S,2012-06,U16STI,U16SMI,U16SWI,U16SFI,756,241,122,393,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2012-07,U,16S,2012-07,U16STI,U16SMI,U16SWI,U16SFI,752,231,128,393,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2012-08,U,16S,2012-08,U16STI,U16SMI,U16SWI,U16SFI,775,271,109,395,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2012-09,U,16S,2012-09,U16STI,U16SMI,U16SWI,U16SFI,763,262,117,384,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2012-10,U,16S,2012-10,U16STI,U16SMI,U16SWI,U16SFI,735,241,116,378,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2012-11,U,16S,2012-11,U16STI,U16SMI,U16SWI,U16SFI,768,250,127,391,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2012-12,U,16S,2012-12,U16STI,U16SMI,U16SWI,U16SFI,734,249,112,373,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2013-01,U,16S,2013-01,U16STI,U16SMI,U16SWI,U16SFI,756,253,122,381,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2013-02,U,16S,2013-02,U16STI,U16SMI,U16SWI,U16SFI,755,254,124,377,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2013-03,U,16S,2013-03,U16STI,U16SMI,U16SWI,U16SFI,759,260,115,384,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2013-04,U,16S,2013-04,U16STI,U16SMI,U16SWI,U16SFI,772,263,111,398,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2013-05,U,16S,2013-05,U16STI,U16SMI,U16SWI,U16SFI,797,260,111,426,0,PASS_EXACT_SOURCE_IDENTITY
U16S_2013-06,U,16S,2013-06,U16STI,U16SMI,U16SWI,U16SFI,795,262,103,430,0,PASS_EXACT_SOURCE_IDENTITY
